reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/880/004,"8.4 COMMUNICATION, ADVOCACY & PARTNERSHIP","Output 8.4 Communications, Advocacy and Partnerships: UNICEF staff and partners are provided tools, guidance and resources for
effective advocacy and partnerships on child rights issues with stakeholders, which contributes to Communication And Advocacy, Cross-Sectoral - Human Rights, Cross-Sectoral - Other Programme Areas, Cross-Sectoral - Social And Behaviour Change, Cross-Sectoral Communication For Development. UNICEF aims to achieve this through Advocacy And Communications, Advocacy And Public Engagement. This contributes to the following Country Programme result: OUTCOME 8:   The Nigeria country programme is efficiently designed, coordinated, managed and supported to meet quality programming
standards in achieving results for children.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/880/004,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Media; SBC system strengthening, strategy development, planning and coordination including preparedness and response in Humanitarian Action; Children, adolescent and youth engagement and participation; Capacity and Skills Development for social and behaviour change   ; Advocacy; Brand; Administrative costs (non-sector allocable); Partnerships for the Goals",99; 99; 99; 99; 99; 99; 1; 7,36-12-02; 36-03-07; 36-03-03; 36-03-02; 36-12-01; 36-12-04; 91010; 17,51.2; 21.5; .5; 21.4; 4.8; .7; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/880 08 PROGRAMME EFFECTIVENESS,1,2022-05-27T00:15:07-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/880/006,8.6 HUMANITARIAN COORDINATION,"Output 8.6  Leadership of humanitarian coordination sectors under UNICEF responsibility is carried out effectively, which contributes to Communication And Advocacy, Cross-Sectoral - Human Rights, Cross-Sectoral - Monitoring, Data And Situation Analyses, Cross-Sectoral - Other Programme Areas, Cross-Sectoral - Planning And Programme Reviews, Evaluation, Research, United Nations Coherence And Cluster Coordination. UNICEF aims to achieve this through Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: OUTCOME 8:   The Nigeria country programme is efficiently designed, coordinated, managed and supported to meet quality programming
standards in achieving results for children.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/880/006,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Humanitarian planning and review activities (HRP, RRP, UNICEF HAC); Relief co-ordination and support services; Peace, Justice and Strong Institutions",99; 1; 7,36-01-03; 72050; 16,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/880 08 PROGRAMME EFFECTIVENESS,1,2022-05-27T00:15:07-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/006/001,6.1 PROTECTION FRAMEWORK,"Output 6.1:    The legislative and institutional framework is strengthened to better protect children vulnerable and exposed to
violence, abuse and exploitation., which contributes to Prevention And Response Services For Violence Against Children, Promotion Of Care, Mental Health And Psychosocial Well-Being And Justice, Protection From Violence, Exploitation, Abuse And Neglect, Protection From Violence, Exploitation, Abuse And Neglect (Covid). UNICEF aims to achieve this through Evaluations, Research And Data, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: 6. Children who are victims or at significant risk of violence, abuse, neglect and exploitation, including those in humanitarian
settings, receive quality preventive and responsive services from a functioning child protection system at federal level and in
targeted states",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/006/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,2,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Response and support services for girls, boys, and women experiencing violence, exploitaiton, abuse and neglect; Information Management System (IMS) including CPIMS+, GBVIMS+, MRMIMS+; Public finance management for child protection; Social service workforce strengthening; Legal and policy framework related to violence, exploitation and abuse; Ending violence against women and girls; Budget planning; Social protection and welfare services policy, planning and administration; Child soldiers (prevention and demobilisation); Peace, Justice and Strong Institutions",99; 99; 99; 99; 99; 1; 1; 1; 1; 7,33-01-02; 33-01-16; 33-02-08; 33-02-07; 33-01-01; 15180; 15117; 16011; 15261; 16,77.7; 6.1; 6.1; 1.1; 9.1; 86.8; 6.1; 1.1; 6.1; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/006 06 CHILD PROTECTION,1,2022-05-27T00:15:08-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/017,INACTIVE:PCR2  - YH101- IMMUNIZATION SERVICES,"inactive, which contributes to Immunization. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/017,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",MNTE supplementary immunization activities; Polio operational costs; Infectious disease control; Good Health and Well-being,99; 99; 1; 7,21-01-03; 21-02-14; 12250; 3,302.1; -202.1; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:15:08-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/101/003,1.3. PRIMARY HEALTH CARE-BASED SYSTEMS,"1.3: Primary health care â€“ based health systems providing equitable Maternal, Neonatal, and Child Health (MNCH) services to women newborns and children are
strengthened  for policy, equity and gender by 2013., which contributes to Child Health, Maternal And Newborn Health, Treatment Of Severe Acute Malnutrition. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By end 2013, 50%  of most deprived pregnant women and children under-fiv e have access to and utilize quality Maternal, Neonatal, and Child Health (MNCH) Services and
high impact inter ventions in selected high burden States",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/101/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Technical assistance - Maternal and newborn health; HSS - Health sector policy, planning and governance at national or sub-national levels ; Facility based maternal and newborn care (including emergency obstetric and newborn care, quality improvement); Immunization supply chain, including cold chain; Community and home based maternal and newborn care; Basic health care; Health policy and administrative management; Reproductive health care; Good Health and Well-being",99; 99; 99; 99; 99; 1; 1; 1; 7,21-01-99; 21-03-11; 21-01-02; 21-02-02; 21-01-01; 12220; 12110; 13020; 3,45.3; 0; -2.1; 3.6; 53.2; 3.6; 45.3; 51.1; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,"3210/A0/04/101 PCR1 - YH101 - MATERNAL, NEWBORN & CHILD",1,2022-05-27T00:15:09-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/103/002,3.2 -  INFANT AND YOUNG CHILD FEE,"10% more  infant and young children are appropriately breastfed a nd received adequate complementary feeding in Nigeria by 2013, which contributes to Maternal And Newborn Health, Prevention Of Stunting And Other Forms Of Malnutrition. UNICEF aims to achieve this through Advocacy And Public Engagement, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:      PCR3 - YN101 -  50% of Children 0-5 years are not experiencing acute malnutrition focusing on most disadvantaged children by
2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/103/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Vitamin A supplementation in early childhood (children under 5); Breastfeeding protection, promotion and support (including work on Code); MNTE supplementary immunization activities; Basic nutrition; Infectious disease control; Good Health and Well-being; Zero Hunger",99; 99; 99; 1; 1; 7; 7,21-04-03; 21-04-01; 21-01-03; 12240; 12250; 3; 2,0; 100.1; -.1; 100.1; -.1; -.1; 100.1,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/103 PCR3 - YH101 -  NUTRITION,1,2022-05-27T00:15:09-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/202/001,INACTIVE:PCR4 - YE202 - ACCESS TO BASIC EDUCATION,"Inactive, which contributes to Equitable Access To Quality Education. UNICEF aims to achieve this through Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   PCR4 - YE202 -  School aged girls and boys including those deprived have access to basic education by end of 2013 in 13 HB and
UNDAF (DaO) States,",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/202/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Education analyses including OOSCI, Education Sector Analyses, etc.; Primary education; Quality Education",99; 1; 7,22-01-12; 11220; 4,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/202 PCR4 - YE202 - ACCESS TO BASIC EDUCATION,1,2022-05-27T00:15:09-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/202/002,INACTIVE:PCR4 - YE202 - ACCESS TO BASIC EDUCATION,"Inactive, which contributes to Equitable Access To Quality Education. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   PCR4 - YE202 -  School aged girls and boys including those deprived have access to basic education by end of 2013 in 13 HB and
UNDAF (DaO) States,",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/202/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",System strengthening - inclusive education for children with disabilities ; Education policy and administrative management; Quality Education,99; 1; 7,22-01-06; 11110; 4,100; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/202 PCR4 - YE202 - ACCESS TO BASIC EDUCATION,1,2022-05-27T00:15:10-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/203/001,5.1- QUALITY EDUCATIONAL PLANNING,"5.1- 24 states develop and operate gender-sensitive, evidence and rights-based education sector plans that make BE schools
Child/Girls Friendly by end of 2013., which contributes to Equitable Access To Quality Education, Learning Outcomes. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR5 - YE202 - Federal and 24 states have and apply capacities for developing and implementing SESP/SESOP that promote Child/Girl-
Friendly Schooling.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/203/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Education analyses including OOSCI, Education Sector Analyses, etc.; Education sector planning including coordinating role, SDG 4, etc.; System strengthening - inclusive education for children with disabilities ; Provision of parental education for school readiness (including in temporary learning spaces); Education policy and administrative management; Education facilities and training; Primary education; Quality Education",99; 99; 99; 99; 1; 1; 1; 7,22-01-12; 22-01-15; 22-01-06; 22-01-02; 11110; 11120; 11220; 4,14.4; 0; 82.8; 2.8; 82.8; 2.8; 14.4; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/203 PCR5 - YE202 - QUALITY BASIC EDUCATION,1,2022-05-27T00:15:10-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/303/003,7.3- IMPROVING ACCESS TO SAFE WATER,"7.3 -  1.25 million people  including  those in the lowest  quintile have access to and use improved water sources., which contributes to Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR7 - YW303  - 5 % increase in the  population including those in lowest wealth quintile use improved water sources",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/303/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Water supply - rural communities service delivery ; WASH - Enabling environment (policies/strategies, coordination, regulation, financing, planning-monitoring-review, sector capacity development and professionalization); Water supply - peri-urban and urban communities service delivery; Public finance management (PFM); Water supply - safety/quality/treatment (including household treatment and safe storage) ; Public finance management (PFM); Public finance management (PFM); Clean Water and Sanitation",99; 99; 99; 1; 99; 1; 1; 7,24-01-06; 24-01-01; 24-01-07; 14020; 24-01-08; 14031; 14030; 6,.3; .5; -.6; .5; 99.8; -.3; 99.8; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/303 PCR7 - YW303 -  IMPROVED ACCESS AND USE,1,2022-05-27T00:15:11-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/303/004,7.6 - PROGRAMME MANAGEMENT SUPPORT,"7.6 -  Sufficient resources are available for staff salaries, capacity development & learning, travels for field visits and
programme monitoring., which contributes to Child Health, Operations Support To Programme Delivery, Technical Excellence In Policy And Programmes, Water. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR7 - YW303  - 5 % increase in the  population including those in lowest wealth quintile use improved water sources",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/303/004,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Country programme process (including UNDAF planning and CCA); Technical assistance - Maternal and newborn health; Water supply - safety/quality/treatment (including household treatment and safe storage) ; Adolescent development - health and wellbeing; Administrative costs (non-sector allocable); Health policy and administrative management; Public finance management (PFM); Clean Water and Sanitation; Health education; Partnerships for the Goals; Good Health and Well-being,99; 99; 99; 99; 1; 1; 1; 7; 1; 7; 7,26-01-01; 21-01-99; 24-01-08; 21-09-07; 91010; 12110; 14030; 6; 12261; 17; 3,6.3; 84.1; 9.6; -.1; 6.3; 84.1; 9.6; 9.6; -.1; 6.3; 84,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/303 PCR7 - YW303 -  IMPROVED ACCESS AND USE,1,2022-05-27T00:15:11-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/404/020,10.4 JOINT ASSESSMENT MONITORING RESEARC,"National and state Prevention of Mother to Child Transmission of HIV (PMTCT) reviews, situational assessment and analyses have equity and child-friendly focus by the end of 2013., which contributes to Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:    By the end of 2013, at least 50% of HIV positive pregnant women receive ARVs (prophylaxis or treatment) for Prevention of Mother to Child Transmission of HIV (PMTCT) in 11 states
and FCT",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/404/020,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Infant and child HIV diagnosis (PITC) ; STD control including HIV/AIDS; Good Health and Well-being,99; 1; 7,21-06-01; 13040; 3,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/404 PCR10 - YJ404 - PREVENTION OF MTCT,1,2022-05-27T00:15:11-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/505/002,13.2 SOCIAL WELFARE,"Social welfare workforce capacitated to operate standards  for social services by 2013., which contributes to Prevention And Response Services For Violence Against Children. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Children benefitting from a child protection systems at national and state levels by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/505/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","ECD data, evidence, and knowledge generation and dissemination ; Psycho-social support in emergencies; Promoting diversion and alternatives to deprivation of liberty ; Public health emergencies, including disease outbreaks; Social protection and welfare services policy, planning and administration; Material relief assistance and services; Public finance management (PFM); Public finance management (PFM); Quality Education; Good Health and Well-being; Peace, Justice and Strong Institutions",99; 99; 99; 99; 1; 1; 1; 1; 7; 7; 7,21-08-04; 23-01-04; 23-03-01; 21-03-18; 16011; 72010; 15131; 72050; 4; 3; 16,3.3; -4.1; 29; 71.8; 3.3; 71.8; 29; -4.1; 3.3; 71.8; 24.9,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/505 PCR13 - YS505 - CHILD PROTECTION SYSTEM,1,2022-05-27T00:15:12-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/606/001,15.1 CHILD SENSITIVE SOCIAL PROTECTION,"15.1 Child sensitive social protection  l protection policy articulated at the Federal and state level (NCO), which contributes to Child Poverty / Public Finance For Children, Social Protection, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  Policies and resources are leveraged for improved behaviour and social change towards ensuring equity in the fulfilment of
children's rights at the national level, as well as in the UNDAF DaO and HB states, by the end of 2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/606/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","HSS - public finance management for Health ; ECD data, evidence, and knowledge generation and dissemination ; Multisector aid for basic social services; Social protection and welfare services policy, planning and administration; Quality Education; Good Health and Well-being",99; 99; 1; 1; 7; 7,21-03-12; 21-08-04; 16050; 16011; 4; 3,85.5; 14.5; 85.5; 14.5; 14.5; 85.5,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/606 PCR15 - YY606 - SOCIAL POLICY,1,2022-05-27T00:15:12-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/606/002,15.2- EQUITY SENSITIVE BUDGET & DEV ANAL,"Evidence based and equity sensitive budget and development outcome analysis influencing child friendly policy and programming at
the federal and state levels, which contributes to Child Health, Child Poverty / Public Finance For Children, Children In Urban Settings / Local Governance, Cross-Sectoral Monitoring, Data And Situation Analyses, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Advocacy And Public Engagement, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  Policies and resources are leveraged for improved behaviour and social change towards ensuring equity in the fulfilment of
children's rights at the national level, as well as in the UNDAF DaO and HB states, by the end of 2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/606/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Urban/local policy, planning and budgeting; Policy dialogue and advocacy on decentralization coordination and implementation; Child marriage - surveys (e.g. KAP, VACS), data analysis/research/evaluation evidence generation, synthesis, and use; Technical assistance - Maternal and newborn health; Country programme process (including UNDAF planning and CCA); Health policy and administrative management; Public finance management (PFM); Clean Water and Sanitation; Administrative costs (non-sector allocable); Public finance management (PFM); Public finance management (PFM); Partnerships for the Goals; Good Health and Well-being; Peace, Justice and Strong Institutions",99; 99; 99; 99; 99; 1; 1; 7; 1; 1; 1; 7; 7; 7,24-04-02; 24-04-04; 23-02-04; 21-01-99; 26-01-01; 12110; 15129; 6; 91010; 16062; 15185; 17; 3; 16,85.8; -.2; 4.9; .3; 9.2; .3; 85.8; 85.6; 9.2; 4.9; -.2; 9.2; .3; 4.9,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/606 PCR15 - YY606 - SOCIAL POLICY,1,2022-05-27T00:15:13-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/608/004,17.4. ADVOCACY FOR CHILD RIGHTS,"By the end of 2013, civil society partners, media, religious and traditional rulers in focused communities are advocating for
child rights and children are actively participating in the promotion of their rights, which contributes to Adolescent Empowerment, Child Poverty / Public Finance For Children, Corporate External Relations And Partnerships, Communication And Resource Mobilization, Cross-Sectoral Communication For Development, Gender Discriminatory Roles And Practices, Other Cross-Sectoral Programme Areas, Prevention And Response Services For Violence Against Children, Psfr Modalities Non-Post. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  Policies and resources are leveraged for improved behaviour and social change towards ensuring equity in the fulfilment of
children's rights at the national level, as well as in the UNDAF and HB states, by the end of 2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/608/004,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",PF4C - domestic revenue mobilization and access to finance for key social services ; HSS - Risk informed programming including climate resilience disaster and conflict ; Country programme process (including UNDAF planning and CCA); Development of multi-sectoral legislation/policies/strategies/action plans supporting development and participation of adolescents; Administrative costs (non-sector allocable); Multi-hazard response preparedness; Democratic participation and civil society; Public finance management (PFM); No Poverty; Partnerships for the Goals; Good Health and Well-being,99; 99; 99; 99; 1; 1; 1; 1; 7; 7; 7,25-01-08; 21-03-14; 26-01-01; 25-03-04; 91010; 74020; 15150; 15127; 1; 17; 3,4.5; 13.4; 36.9; 45.2; 36.9; 13.4; 45.2; 4.5; 4.5; 82.1; 13.4,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/608 PCR17 - YY606 -LEVERAGE POLICIES & RESOU,1,2022-05-27T00:15:13-04:00
